frase	duracao_media_masculino	total_classificacoes_masculino	classificacao_majoritaria_masculino	votos_maioria_masculino	total_positiva_masculino	total_negativa_masculino	total_neutra_masculino	duracao_media_feminino	total_classificacoes_feminino	classificacao_majoritaria_feminino	votos_maioria_feminino	total_positiva_feminino	total_negativa_feminino	total_neutra_feminino	concordancia_grupos
Pense nisso, saiba que eu te amo demais, desejo muito sua companhia.	12.342500000000001	4	negativa	4	0	4	0	11.805250000000001	4	negativa	4	0	4	0	1
Minhas lagrimas não param de cair, e sabe que vem na minha mente, morte.	4.297499999999999	4	positiva	3	3	0	1	13.68375	4	positiva	3	3	0	1	1
Estou aqui para compartilhar minha triste vida, mais especificamente minha triste vida como viciado em cocaína.	4.12075	4	negativa	4	0	4	0	4.85425	4	negativa	4	0	4	0	1
Em pessoas que achávamos conhecer, mas, que no fim, só mostraram ser iguais a todos.	2.975	4	negativa	4	0	4	0	5.9035	4	negativa	4	0	4	0	1
E por esperar demais, sonhar demais, criar expectativas demais, sempre acabamos nos decepcionando e nos machucando cada vez mais.	7.1125	4	negativa	4	0	4	0	6.842999999999999	4	negativa	4	0	4	0	1
Eu queria ter ido pra quadra mas a professora queria que a gente ficasse na sala de vídeo e ver o filme chato.	4.28925	4	negativa	4	0	4	0	5.48925	4	negativa	4	0	4	0	1
Quando estamos apaixonadas, dentro de nós a uma confusão de sentimentos que ficamos perdidos.	5.21325	4	negativa	3	1	3	0	7.033	4	negativa	3	0	3	1	1
As vezes me sinto triste, tenho 12 anos e sou bv, a maioria das minhas amigas, nao são bvl, e o pior é q eu me acho feia.	4.90625	4	positiva	2	2	1	1	13.667000000000002	4	neutra	3	0	1	3	0
E o seguinte, eu já tenho 13 anos e eu QUASE não tenho corpo, as meninas da minha sala já estão todas formadas, e eu aqui com as cochas finas.	5.89625	4	negativa	4	0	4	0	10.504	4	negativa	3	0	3	1	1
Meu mundo, meus dramas.	6.554	4	negativa	4	0	4	0	7.3805	4	negativa	4	0	4	0	1
Não tivemos tudo, mas o essencial para nos tornarmos adultos responsável!	3.0545	4	negativa	3	0	3	1	3.68225	4	neutra	3	0	1	3	0
Não aceitei o estabilizador pelo mesmo motivo da risperidona.	3.87325	4	positiva	4	4	0	0	6.686	4	positiva	3	3	0	1	1
Finalmente de férias.	6.33525	4	neutra	4	0	0	4	6.346500000000001	4	neutra	4	0	0	4	1
Talvez que eu o conheci duas ou mais semanas atras, não lembro.	1.8775000000000002	4	positiva	4	4	0	0	2.03675	4	positiva	4	4	0	0	1
Ok, minha reação foi super exagerada, não precisava ser assim.	6.5785	4	neutra	4	0	0	4	6.1857500000000005	4	neutra	4	0	0	4	1
Depois que ela finalmente aceitar, toda vermelha de vergonha, fica dica, nunca deixe ela se sentir pressionada por você, se alguém fizer alguma brincadeira sem graça que possa deixa-la se sentindo mal, defenda ela na mesma hora, sempre puxe agraváveis assuntos, eu repito.	3.4290000000000003	4	negativa	3	1	3	0	4.0352500000000004	4	neutra	3	0	1	3	0
Mas uma coisa é certa, te amo muito e mesmo querendo te esquecer, te amo cada vez mais, hoje mais do que ontem, amanhã mais do que nunca.	12.631499999999999	4	positiva	2	2	1	1	17.303	4	positiva	3	3	0	1	1
Eu passei a noite toda acordada, chorei muito, pensei mais ainda, porém, não conseguir chegar a uma conclusão eu quero largar tudo e ir embora.	6.02175	4	positiva	4	4	0	0	7.062999999999999	4	negativa	2	1	2	1	0
Eu nem lembro direito como te conheci mais sei que foi o melhor dia da minha vida, você pra mim e mais que uma amiga, é uma irmã de família diferente.	7.10875	4	negativa	4	0	4	0	6.8092500000000005	4	negativa	4	0	4	0	1
Ai chegou aquela doida que te falei naquele dia que eu paguei mico e que ela não me deixava conversar com a minha melhor amiga.	6.27725	4	positiva	4	4	0	0	9.710749999999999	4	positiva	4	4	0	0	1
As matérias são chatinhas, mas pelo menos a carga horária é menor.	6.68675	4	negativa	3	0	3	1	8.9975	4	neutra	3	0	1	3	0
Mas também tive uma alegria enorme fiz uma nova amiga, alguém que me pareceu ser muito especial e que tem muito para me ensinar.	11.573500000000001	4	neutra	2	1	1	2	6.1339999999999995	4	neutra	3	1	0	3	1
Quando a bibliotecária foi entregar o livro quase morre de vergonha por ter pego aquele livro.	11.6775	4	positiva	4	4	0	0	6.9235	4	positiva	4	4	0	0	1
Na hora do intervalo eu tava lá olhando os livros, pra ver qual que eu ia escolher, não achei nenhum interessante.	23.22175	4	negativa	3	0	3	1	9.894	4	neutra	3	0	1	3	0
Ano passado conheci um menino fiquei com ele.	5.35875	4	neutra	4	0	0	4	4.907	4	neutra	3	0	1	3	1
Hoje meu namorado vai pra um aniversário, geralmente ele vem na minha casa todo santo sábado.	3.23075	4	positiva	3	3	0	1	8.560749999999999	4	neutra	4	0	0	4	0
Entre beijos, ele começou a me acariciar, já estava pronta pra fazer aquilo, e entre beijos me envolvi completamente.	7.93825	4	neutra	2	1	1	2	12.05725	4	neutra	3	1	0	3	1
Oi Querido Diário, estava com saudades de você, não estava escrevendo muito aqui porque minhas férias estavam sendo o maior tédio e eu não tinha muito o que escrever, mas agora começaram as aulas e eu vou voltar a escrever!	9.5745	4	positiva	4	4	0	0	9.403749999999999	4	positiva	3	3	0	1	1
Devo erguer a cabeça e seguir, pois sei que ela quer mesmo isso, que eu siga meus sonhos, que eu seja alguém.	14.7335	4	neutra	2	1	1	2	13.735	4	negativa	2	1	2	1	0
Ele dispara quando a pessoa chega perto e bate mais forte porque já pensa que é a sua outra metade.	6.49425	4	positiva	4	4	0	0	8.51	4	positiva	3	3	1	0	1
Para mim as coisas mais simples da vida são as melhores, eu adoro visitas.	8.8275	4	positiva	2	2	1	1	11.281500000000001	4	neutra	4	0	0	4	0
Meu Deus estou muito ansiosa eu imagino toda hora eu e meu amado juntos.	3.0557499999999997	4	positiva	4	4	0	0	3.112	4	positiva	4	4	0	0	1
Ai descobriram que todas nós tínhamos nos cortado, pensaram que nos tínhamos feito alguma espécie de pacto.. chamaram nossos pais, mas só os da Laura e a minha mãe que foram lá e ficaram sabendo.	8.177499999999998	4	positiva	4	4	0	0	5.25875	4	neutra	2	1	1	2	0
Minha amiga Laura, a mais burra e tapada de todas começou a se cortar no meio da sala de aula.	13.2405	4	negativa	3	0	3	1	11.2685	4	negativa	4	0	4	0	1
Homens são naturalmente territoriais, são ciumentos e caçadores!	5.3785	4	negativa	4	0	4	0	5.77975	4	negativa	4	0	4	0	1
Vai tomar no cú pra quem não gosta de mim, você acha que eu dependo da tua amizade?	4.21925	4	negativa	3	0	3	1	4.8069999999999995	4	negativa	3	0	3	1	1
Ele provavelmente vai falar comigo, pelo facebook.	4.93725	4	negativa	4	0	4	0	4.687	4	negativa	3	1	3	0	1
Há 5 anos perdi meu motivo, minha esperança, perdi minha vontade de viver.	5.207	4	neutra	3	1	0	3	21.94025	4	neutra	3	0	1	3	1
Falei para minha mãe que ia tomar sorvete com alguns amigos imaginários, a sorveteria fica perto da casa dele e um pouco longe da minha, no contrato inicial, ele tinha proposto tomar um sorvete e a segunda parte eu tinha que escolher.	2.626	4	negativa	4	0	4	0	8.59075	4	negativa	4	0	4	0	1
Minha mãe teve uma briga daquelas comigo por causa dos horários de sono.	8.7845	4	neutra	4	0	0	4	20.860500000000002	4	neutra	4	0	0	4	1
Amizades de escola eram verdadeiras.	3.7140000000000004	4	negativa	3	0	3	1	5.45825	4	negativa	2	1	2	1	1
Mas meu marido é Materialista, Mal Humorado, digo quase Bi POLAR, um bom pai sim, mas não um bom marido.	4.52825	4	positiva	3	3	0	1	4.7955	4	positiva	3	3	0	1	1
Entre risadas, brincadeiras, estava muito legal.	6.29875	4	negativa	4	0	4	0	9.69375	4	negativa	4	0	4	0	1
Mas lembro perfeitamente em que ele me contou que gostava muito de mim.	2.631	4	positiva	4	4	0	0	4.58	4	positiva	3	3	0	1	1
Lembro do sorriso que você abria quando me via, das explicações que você dava quando não conseguia telefonar.	2.84025	4	positiva	4	4	0	0	8.198	4	positiva	4	4	0	0	1
Ela fica jogando na minha cara que eu não sei fazer nada, e ai eu fico com isso na cabeça, e me deixa mais impotente ainda.	10.20475	4	positiva	3	3	0	1	11.408999999999999	4	positiva	4	4	0	0	1
Ele já me traiu uma outra vez e eu perdoei, ele esta agindo igual a outra vez, me tratando com a maior frieza.	8.11675	4	negativa	4	0	4	0	7.9955	4	negativa	4	0	4	0	1
Meu dia foi bom, acordei cedo, ajudei minhas mãe e meu pai a arrumarem minha festinha, busquei minhas amigas, comi muito churrasco e bolo, ficamos um tempo de boa.	3.37	4	negativa	4	0	4	0	7.6850000000000005	4	negativa	4	0	4	0	1
Você realmente foi muito amigo construindo esta ponte mesmo depois do que eu lhe disse, de repente, num só impulso, o irmão mais velho correu na direção do outro e abraçaram-se	6.5322499999999994	4	positiva	4	4	0	0	37.2785	4	positiva	4	4	0	0	1
Ultimamente brigo com a minha mãe TODOS os dias, agente briga por tudo, ontem mesmo estava brigando com a minha irmã mais nova a Bruna, por ter mexido nas minhas coisas, e minha mãe já brigou comigo.	10.855749999999999	4	positiva	4	4	0	0	26.01725	4	positiva	3	3	0	1	1
A história fala de três amigas gordinhas, que um dia , se cansam de ser como são, se cansam de ver os olhares de gozo das outras pessoas, se cansam de não poder fazer o que as outras mulheres fazem, se cansam de ser umas badochas.	4.087000000000001	4	negativa	4	0	4	0	18.7175	4	negativa	4	0	4	0	1
Ele me completa quando você sente que falta algo em você mas você nunca soube o que era e ai você acha alguém que te entede e todo meio oposto que você e ai você se sente completa.	8.46725	4	negativa	3	1	3	0	15.227749999999999	4	neutra	2	1	1	2	0
Pensei muito hoje em tudo que voces falaram pra mim.	11.30125	4	positiva	4	4	0	0	17.326	4	positiva	3	3	0	1	1
Nunca transamos, mas acho que tá mais perto que longe.	3.3925	4	neutra	3	1	0	3	3.8975	4	neutra	3	1	0	3	1
Não desista de suas escolhas e de seus sonhos nunca!	4.917	4	negativa	4	0	4	0	7.659750000000001	4	negativa	4	0	4	0	1
Época em que só se ia pra escola pra brincar.	14.347249999999999	4	positiva	4	4	0	0	4.742	4	positiva	4	4	0	0	1
Me imagino visitando minha família nos fim de semanas e ouvindo as besteiras que meu pai fala e sempre vai falar.	4.241	4	positiva	3	3	0	1	8.3845	4	positiva	2	2	1	1	1
Minha família nunca ligou para o que acontece ou deixa de acontecer comigo.	10.476	4	neutra	3	1	0	3	20.17175	4	positiva	3	3	1	0	0
Daqui a pouco ninguém mais vai querer me chamar pros grupos, se eu continuar mal assim.	3.964	4	negativa	4	0	4	0	24.2185	4	negativa	4	0	4	0	1
Mas aí ela começou a falar que eu gostava dele e por fim, elogiou os olhos verdes.	3.4617499999999994	4	negativa	4	0	4	0	6.24925	4	negativa	4	0	4	0	1
Bom, trabalhamos na mesma empresa, porém, em setores diferentes, ela loira, cabelo longo, uma delicia.	9.33575	4	neutra	2	1	1	2	17.86825	4	negativa	2	1	2	1	0
Por incrível que pareça aquilo me deixava mais forte.	4.9105	4	positiva	3	3	0	1	11.07025	4	positiva	2	2	1	1	1
Não posso me prender a amigos que sei que não estarão comigo como dizem que vão.	5.100750000000001	4	positiva	4	4	0	0	4.374	4	positiva	3	3	0	1	1
Meu namorado e eu então nos desentendemos por telefone e eu comecei a chorar.	22.1405	4	negativa	3	1	3	0	7.455	4	negativa	3	0	3	1	1
Fui muito infantil, o pior que continuo sendo, não sou mais uma garotinha, poxa sou uma mulher, tem coisas que não consigo evitar.	2.848	4	negativa	4	0	4	0	6.74525	4	negativa	3	0	3	1	1
Eu sou uma das únicas patricinhas de respeito, que curtem ler e que não são exemplos de putas.	25.359250000000003	4	negativa	4	0	4	0	13.399999999999999	4	negativa	3	0	3	1	1
Não venha me pregar sobre o teu deus, eu tenho minhas crenças e não preciso de neguim vim buzinar no meu ouvido pra pregar coisas que nem ele mesmo pratica não.	4.191	4	positiva	3	3	0	1	50.68675	4	neutra	3	0	1	3	0
Ninguém nunca se importou comigo.	8.457749999999999	4	negativa	3	0	3	1	22.78275	4	negativa	3	1	3	0	1
Sabe o quanto eu amo o Diego, e que jamais faria algo de ruim pra ele.	1.9095	4	negativa	4	0	4	0	2.74625	4	negativa	3	0	3	1	1
Agora você deve saber o porque eu não suporto suas namoradinhas, porque elas sempre estavam com o garoto que eu realmente amo e o que eu quero ficar e sempre quis.	4.152749999999999	4	positiva	3	3	0	1	5.91525	4	positiva	3	3	0	1	1
Estou ansiosa a te esperar.	7.13875	4	negativa	4	0	4	0	21.4295	4	negativa	3	0	3	1	1
Sei la, é uma coisa tão estranha.	3.3040000000000003	4	positiva	3	3	0	1	6.7865	4	positiva	2	2	1	1	1
Ás vezes me vêem na cabeça que ninguém gosta de mim, minha mãe é um porre o único que se salva e que eu ainda não fiz nenhum bobeira porque ele não deixa é o Vinny mesmo.	2.98575	4	neutra	3	0	1	3	35.41725	4	neutra	4	0	0	4	1
Enquanto eu tiver forças luto, acho que até por isso consegui bom emprego cedo, me relaciono muito bem com as pessoas, lógico que a beleza de descendente de índio com italiano faz a diferença.	7.494999999999999	4	negativa	4	0	4	0	16.523	4	negativa	4	0	4	0	1
Ela falou pra mim que eu era um cara muito especial, que eu sabia tratar a mulher como uma rainha.	17.057750000000002	4	neutra	3	1	0	3	23.11075	4	neutra	4	0	0	4	1
Como o irmão mais velho e brincalhão, como o caçador de patos mais incrível que já passou pela terra.	4.5127500000000005	4	positiva	4	4	0	0	8.86375	4	positiva	3	3	0	1	1
Se precisar, me procure; se sentir saudades, ligue; se estiver com algum problema, conte comigo; e se tiver um tempo, vamos nos ver !	9.5165	4	positiva	3	3	0	1	13.77725	4	positiva	3	3	0	1	1
Meu pai preferiu minha madrasta a mim (apesar de eu já ter me acostumado com isso, tinha sido a primeira vez que ele tinha feito isso).	5.20375	4	positiva	4	4	0	0	13.147000000000002	4	positiva	4	4	0	0	1
Espero que o tempo passe , espero que a semana acabe , pra que eu possa te ver de novo !	3.3169999999999997	4	negativa	4	0	4	0	8.499749999999999	4	negativa	4	0	4	0	1
Ao cair da noite nos dirigimos ao hotel mais próximo da casa, com uma boa aparência, ficava mais a vontade para passar a noite.	15.533500000000002	4	positiva	3	3	0	1	7.892	4	positiva	4	4	0	0	1
Eu fazia isso, porque eu não sabia o que era o amor.	3.293	4	negativa	4	0	4	0	8.5655	4	negativa	4	0	4	0	1
Encontrei o blog da Crisanne Braga, uma ótima terapeuta holística daqui da cidade, li algumas matéria no blog dela e entrei em contato querendo saber os valores.	7.249499999999999	4	neutra	4	0	0	4	4.83675	4	neutra	4	0	0	4	1
Briguei com a minha mãe por causa do notebook que ela não queria me emprestar pra fazer o trabalho e me queimei com a vela.	5.76825	4	neutra	4	0	0	4	22.4865	4	neutra	3	1	0	3	1
Foi quando encontrei uma mulher que já havia conhecido antes e parei no carro, parece filme americano, onde o galã para e a mulher entra no carro e foi assim mesmo.	4.8500000000000005	4	negativa	4	0	4	0	8.104000000000001	4	negativa	3	0	3	1	1
O carpinteiro que fez o trabalho, partiu com sua caixa de ferramentas.	13.932249999999998	4	neutra	3	1	0	3	16.6285	4	neutra	3	1	0	3	1
Meu pensamento é confuso e desorganizado.	3.38375	4	neutra	4	0	0	4	5.21775	4	neutra	3	0	1	3	1
Biluca não é um nome muito conhecido não.	2.1470000000000002	4	negativa	4	0	4	0	4.429	4	negativa	3	0	3	1	1
Também não me considero uma pessoa com sentimentos.	2.769	4	neutra	4	0	0	4	9.548	4	neutra	4	0	0	4	1
Um lugar com paz, com alegria.	4.259499999999999	4	negativa	3	0	3	1	12.926249999999998	4	negativa	3	0	3	1	1
Mas eu acho que nem na de remanescentes eu vou estar.	2.7577499999999997	4	positiva	4	4	0	0	9.293	4	positiva	3	3	0	1	1
O engraçado também é que ele quase nunca tem dinheiro pra gastar com a minha amiga, sempre tem que dividir, mas com ROUPAS DE MARCA, TÊNIS E academia ele tem sempre!	1.89225	4	negativa	4	0	4	0	4.4864999999999995	4	negativa	4	0	4	0	1
Ele foi meu professor de Geografia do 3ºano, só que ele deu aula de agosto até dezembro .	14.347750000000001	4	negativa	4	0	4	0	10.23325	4	negativa	4	0	4	0	1
Não deixe sua vida passar por passar escreve sua historia dia após dia vc merece ser feliz vc tem que ser feliz não de aos outros poderes que eles não possuem	3.69075	4	neutra	4	0	0	4	5.38425	4	neutra	4	0	0	4	1
Quando se apaixona por uma garota tímida, saiba que ela pode também estar mas nunca tomará iniciativas nem para te olhar nos olhos.	4.17475	4	neutra	3	1	0	3	5.39925	4	neutra	4	0	0	4	1
Casei cedo e acho que não foi uma boa escolha essa.	14.73475	4	neutra	4	0	0	4	11.48225	4	neutra	3	0	1	3	1
Ele queria fazer sexo anal em mim e tava insistindo muito.	3.6777499999999996	4	negativa	4	0	4	0	4.61625	4	negativa	3	0	3	1	1
Conversamos sobre um futuro , mais tão presente em nós , casamento , sobre ver algumas casas , nos imaginamos juntos pra sempre , na nossa casa, com nossas coisas do nosso jeito e ele me imaginando grávida !	5.052	4	neutra	4	0	0	4	14.5345	4	neutra	3	0	1	3	1
Me desculpe, mas eu nunca serei perfeita e isso, acredite, dói mais em mim do que em você.	2.6092500000000003	4	negativa	4	0	4	0	4.20775	4	negativa	3	0	3	1	1
Pois uma coisa é certa, se não é pra ser com você, vai ser com quem me ame e retribua.	4.37625	4	neutra	4	0	0	4	7.553999999999999	4	neutra	3	1	0	3	1
No banheiro as suas gavetas estão vazias.	2.373	4	negativa	4	0	4	0	5.0	4	negativa	4	0	4	0	1
Já li metade do livro e deu pra perceber que é totalmente diferente do que eu pensei.	2.479	4	neutra	4	0	0	4	7.749	4	neutra	3	0	1	3	1
Boa parte dos que ameaçam fazer, não fazem, mas se você está pensando, eu tenho um relato a dar.	71.92399999999999	4	neutra	4	0	0	4	10.55	4	neutra	3	0	1	3	1
Não importa o preço, o que importa é que eu esteja linda no dia.	5.831499999999999	4	positiva	3	3	0	1	15.53925	4	positiva	2	2	1	1	1
Então, nem deu tempo de eu ler uma página do livro e já bateu.	3.9735	4	positiva	3	3	0	1	7.76675	4	positiva	2	2	1	1	1
Não quero que me juguem, me xinguem ou coisa parecida quero apenas que me compreendam!	6.545000000000001	4	neutra	3	1	0	3	35.17725	4	neutra	3	0	1	3	1
Eu ja estou mocinha ja percebo quando os garotos reparam nas meninas de peito e bunda grande, quase ninguém nota ne mim, e e muito chato isso.	11.6165	4	positiva	3	3	0	1	16.3505	4	positiva	3	3	0	1	1
Foram tantas dificuldades, tantos mistérios, tantas perguntas sem explicação.	11.181999999999999	4	negativa	4	0	4	0	22.255	4	negativa	4	0	4	0	1
Agora com o coração mais aberto, seguia com o caminhão em direção a nova casa, depois de trinta minutos estávamos próximas.	3.01225	4	neutra	4	0	0	4	4.94625	4	neutra	4	0	0	4	1
Conheci um rapaz, gentil, bonito e engraçado.	5.331499999999999	4	positiva	4	4	0	0	15.250500000000002	4	positiva	3	3	0	1	1
Sabe hoje quando estava saindo da garagem lá de casa eu sem querer esparrei o carro e arranhou ele na parte de trás, nossa eu estou me sentindo um lixo.	1.95	4	positiva	4	4	0	0	10.4445	4	positiva	3	3	0	1	1
Acredito que por causa disso essas férias foram perfeitas.	16.138250000000003	4	negativa	4	0	4	0	10.583499999999999	4	negativa	4	0	4	0	1
Na aula do Kairton revisamos também, porém a parte que eu mais gostei foi quando nós fomos avaliar a música.	3.5595	4	positiva	4	4	0	0	5.228	4	positiva	4	4	0	0	1
Ate que nesse mês de outubro ela me mandou um convite no facebook e eu adicionei ela.	7.069	4	positiva	3	3	0	1	9.471499999999999	4	positiva	3	3	0	1	1
Queria tanto, mas não posso, pois o que sinto por ti é tão forte, impossível de esquecer.	4.231249999999999	4	neutra	3	1	0	3	12.85075	4	neutra	3	1	0	3	1
Os milagres existem pois não reconstruíram Hiroshima das lágrimas, do sangue, da solidão, agora é um porto movimentado, disse ela a mim.	3.6195000000000004	4	negativa	4	0	4	0	6.935499999999999	4	negativa	3	0	3	1	1
